bookID,title,authors,average_rating,valor,publication_date,publisher,units
2696,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,504,1/30/2003,Penguin Classics,9
2698,The Canterbury Tales,Geoffrey Chaucer/David  Wright,3.49,465,7/9/1998,Oxford University Press,8
2701,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,1254,4/7/2005,Penguin Classics,23
2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer/Vincent Foster Hopper,3.80,530,12/31/1977,Barrons Educational Series,10
2705,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.02,456,5/23/1996,Oxford University Press  USA,8
2706,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,272,5/26/1983,Penguin Classics,5
2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,383,1/28/1964,Washington Square Press,7
2711,The Riverside Chaucer,Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,4.18,1327,12/12/1987,Houghton Mifflin,25
2713,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,611,5/26/1977,Penguin Books,11
2715,Salt: A World History,Mark Kurlansky,3.74,484,1/28/2003,Penguin Books,9
2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,4.20,32,11/1/2003,Simon  Schuster Books for Young Readers,0
2719,The Book of Salt,Monique Truong,3.52,261,6/15/2004,Mariner Books,4
2722,Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,627,7/17/1989,Vintage,11
2723,The Years of Rice and Salt,Kim Stanley Robinson,3.73,763,6/3/2003,Bantam Books,14
2725,Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,288,1/13/1969,Schocken,5
2727,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,288,11/1/2006,Yale University Press,5
2731,Advanced Global Illumination,Philip Dutre,4.50,366,8/30/2006,A K PETERS,6
2735,Snow Falling On Cedars,David Guterson,3.83,404,10/21/1999,Bloomsbury Publishing PLC,7
2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.10,331,8/1/1997,Health Communications Inc,6
2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,480,5/10/1999,Owl Publishing Company,9
2749,Microserfs,Douglas Coupland,3.88,371,1/1/2008,Harper Perennial,7
2756,New Media Language,Jean Aitchison/Diana M. Lewis,3.00,209,5/22/2003,Routledge,3
2761,The Denial of Death,Ernest Becker/Sam Keen/Daniel Goleman,4.16,336,5/8/1997,Free Press,6
2767,A People's History of the United States,Howard Zinn,4.08,729,8/2/2005,Harper Perennial,13
2768,A People's History of the United States,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.08,619,7/1/2003,The New Press,11
2770,A People's History of the United States: The Civil War to the Present,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.00,496,8/1/2003,The New Press,9
2778,Graphic Design: A Concise History (World of Art),Richard Hollis,4.00,232,5/17/2002,Thames  Hudson,4
2781,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.00,272,10/21/1996,Duke University Press Books,5
2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.92,256,9/1/1995,Mariner Books,4
2794,The Crying of Lot 49,Thomas Pynchon,3.69,152,10/17/2006,Harper Perennial,2
2802,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,337,10/1/2000,Berkley Trade,6
2804,Passionate Minds,David Bodanis,4.10,373,10/10/2006,Crown Publishing Group (NY),7
2810,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,303,12/1/2002,Cornerstone Press Chicago,5
2811,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,307,11/1/1985,Dell,5
2814,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,320,3/19/2002,Shaw Books,6
2815,The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,64,9/30/1990,Simon & Schuster Children's Publishing,1
2817,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle/Mary Chambers,3.98,48,3/7/2000,Shaw,0
2819,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,246,1/1/1984,HarperOne,4
2820,The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,204,4/22/1999,Cambridge University Press,3
2821,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,320,5/7/1990,Anchor,6
2822,The Birth of Tragedy,Friedrich Nietzsche,3.98,84,6/17/2004,Kessinger Publishing,1
2823,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,160,11/27/2003,Penguin Classics,3
2826,Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,4.00,179,3/14/2008,Roxford Books,3
2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,512,3/6/1997,Oxford University Press  USA,9
2835,The Tragedy of Pudd'nhead Wilson,Mark Twain/Michael Prichard,3.79,0,1/1/2003,Tantor Media,0
2836,Bridge to Terabithia,Katherine Paterson/Donna Diamond,4.00,191,7/1/2008,HarperTeen,3
2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5.00,32,1/1/2002,Teaching Resources,0
2847,Bread and Roses  Too,Katherine Paterson,3.76,275,9/4/2006,Clarion Books,5
2851,The Invisible Child,Katherine Paterson,4.27,266,12/31/2001,Dutton Juvenile,5
2855,A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,186,9/15/1998,Arcade Publishing,3
2860,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.46,313,5/1/2000,TSR,5
2864,Girl with a Pearl Earring,Tracy Chevalier,3.88,233,9/30/2003,Plume Books,4
2868,The Golden Tulip,Rosalind Laker,3.94,585,9/1/1991,Doubleday,11
2871,Burning Bright,Tracy Chevalier,3.36,320,3/20/2007,Dutton,6
2872,Falling Angels,Tracy Chevalier,3.58,336,9/24/2002,Penguin Books,6
2873,The Virgin Blue,Tracy Chevalier,3.66,304,6/24/2003,Penguin Books,5
2875,Wenn Engel fallen,Tracy Chevalier,3.58,384,2/1/2002,List,7
2877,Tom Hunter: Living in Hell and Other Stories,Tom Hunter/Tracy Chevalier/Colin Wiggins,3.64,80,3/8/2006,National Gallery London,1
2879,Bleach  Volume 15,Tite Kubo,4.42,208,10/3/2006,VIZ Media LLC,3
2880,Bleach  Volume 01,Tite Kubo,4.22,200,5/19/2004,VIZ Media LLC,3
2881,Bleach  Volume 14,Tite Kubo,4.38,208,8/1/2006,VIZ Media LLC,3
2882,Bleach  Volume 11,Tite Kubo,4.36,208,2/7/2006,VIZ Media LLC,3
2883,Bleach  Volume 12,Tite Kubo,4.36,208,4/4/2006,VIZ Media LLC,3
2885,DEATH NOTE デスノート 1,Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,4.43,195,4/2/2004,集英社,3
2886,Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba/Takeshi Obata,4.39,204,11/11/2004,Shueisha,3
2887,Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba/Takeshi Obata,4.43,194,9/3/2004,Shueisha,3
2893,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,187,7/24/1987,Harlequin Romance,3
2895,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,255,2/13/2001,Vintage International,4
2896,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,4.02,321,6/1/1994,Diogenes,6
2898,Three Stories and a Reflection,Patrick Süskind,3.57,128,11/13/1997,Bloomsbury Publishing PLC,2
2899,The Pigeon,Patrick Süskind,3.68,77,6/29/1989,Penguin,1
2900,The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,128,11/3/2003,Not Avail,2
2906,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,4.22,189,1/5/2002,Shueisha,3
2907,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,192,7/2/2003,Glénat,3
2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,3.67,80,1/1/1995,Yearling,1
2917,How Angel Peterson Got His Name,Gary Paulsen,3.93,111,8/10/2004,Yearling,2
2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.44,560,9/9/2003,Yearling,10
2921,Chicago Blues: The City and the Music,Mike  Rowe/Ronald Radano,3.92,226,8/22/1981,Da Capo Press,4
2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,272,2/17/1995,Mariner Books,5
2928,Brian's Winter,Gary Paulsen,4.01,133,1/1/1996,Delacorte Books for Young Readers,2
2932,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,320,6/12/2001,Modern Library,6
2933,Robinson Crusoe,Daniel Defoe/John J. Richetti,3.67,286,3/27/2003,Penguin Classics,5
2934,Robinson Crusoe,Daniel Defoe/Michael Shinagel,3.67,436,12/19/1994,W.W. Norton & Company,8
2937,Robinson Crusoe,Daniel Defoe/Avi,3.67,482,7/1/2001,Aladdin,9
2940,Robinson Crusoe,Daniel Defoe,3.67,288,7/14/2006,Ann Arbor Media,5
2942,A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,3.72,733,1/26/1999,Dover Publications,13
2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,3.85,389,3/15/2003,University of California Press,7
2952,Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,3.57,277,4/22/2003,Council Press,5
2953,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain/Guy Cardwell/Louis J. Budd,4.06,808,8/1/2000,Library of America,15
2956,The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),Mark Twain/Guy Cardwell/John Seelye/Walter Trier,3.82,327,12/31/2002,Penguin Classics,6
2958,Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,368,5/6/2005,Dover Publications,6
2960,Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,244,8/14/2001,The Modern Library,4
2962,The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,3.82,656,10/17/2001,W. W. Norton  Company,12
2965,The Wit and Wisdom of Mark Twain,Mark Twain,4.20,64,12/23/1998,Dover Publications,1
2967,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,3.86,221,10/18/2004,University of California Press,4
2968,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,848,3/1/1984,Bantam Classics,16
2971,The Autobiography of Mark Twain,Mark Twain/Charles Neider,4.05,508,11/28/2000,Harper Perennial,9
2973,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,4.39,1050,10/15/1992,Library of America,19
2978,Lost Horizon,James Hilton,3.92,241,6/15/2004,Harper Perennial,4
2988,Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.96,282,6/1/2002,David C Cook,5
2997,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,361,10/28/2003,Pocket Books,6
2998,The Secret Garden,Frances Hodgson Burnett,4.13,331,9/1/1998,Children's Classics,6
3003,The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,4.13,281,7/1/2003,Signet,5
3004,The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.33,160,3/1/2005,Sterling,3
3006,The Secret Garden,Frances Hodgson Burnett/Alison Lurie,4.13,288,1/30/2003,Penguin Classics,5
3008,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.20,242,2/26/2002,Penguin Books,4
3011,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,3.80,274,9/1/1994,David R. Godine Publisher,5
3014,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,4.30,128,3/19/1999,Festival,2
3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,448,12/24/2003,Basic Books,8
3025,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,627,4/3/2007,Basic Books (AZ),11
3040,Black Rednecks and White Liberals,Thomas Sowell,4.38,372,6/1/2005,Encounter Books,7
3041,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,256,11/13/2003,Basic Books,4
3042,Knowledge And Decisions,Thomas Sowell,4.39,422,10/4/1996,Basic Books,7
3047,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,304,1/3/2002,Basic Books,5
3051,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,29,6/27/1991,Walker Books Ltd,0
3053,Alcoholics Anonymous,Alcoholics Anonymous,4.45,250,8/1/1993,Alcoholics Anonymous World Services Inc,4
3055,Alcoholics Anonymous,Alcoholics Anonymous,4.45,576,2/10/2002,AA World Services,10
3056,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.36,221,1/1/1993,Overeaters Anonymous  Incorporated,4
3061,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.90,240,2/1/1990,Mariner Books,4
3065,Natural Health  Natural Medicine,Andrew Weil,4.11,448,12/9/2004,Mariner Books,8
3066,The Fixer,Bernard Malamud/Jonathan Safran Foer,3.96,335,5/5/2004,Farrar  Straus and Giroux,6
3067,The Complete Stories,Bernard Malamud/Robert Giroux,4.22,656,10/12/1998,Farrar  Straus and Giroux,12
3068,The Assistant,Bernard Malamud/Jonathan Rosen,3.89,246,7/7/2003,Farrar Straus and Giroux,4
3070,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4.00,184,3/1/1991,University Press of Mississippi,3
3072,The Tenants,Bernard Malamud/Aleksandar Hemon,3.65,248,9/18/2003,Farrar  Straus and Giroux,4
3075,Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,73,4/7/2004,Dramatists Play Service,1
3084,April  May und June,Elizabeth von Arnim,3.88,88,4/1/1995,Insel  Frankfurt,1
3087,A Room with a View,E.M. Forster,3.91,119,1/1/2005,Digireads.com,2
3088,A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,4.10,449,2/4/1986,Signet,8
3100,E.M. Forster: Critical Guidebook,Lionel Trilling/E.M. Forster,3.51,208,1/17/1971,New Directions,3
3101,The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine,3.48,396,7/27/2006,Penguin Classics,7
3102,Howards End,E.M. Forster,3.96,246,10/29/2002,Dover Publications,4
3103,Maurice,E.M. Forster,4.03,256,12/17/2005,W. W. Norton  Company,4
3104,E. M. Forster: A Life,P.N. Furbank,4.14,648,5/2/1994,Mariner Books,12
3105,Howards End,E.M. Forster,3.96,352,9/28/2000,Penguin Books,6
3107,The Sixteen Pleasures,Robert Hellenga,3.59,384,5/1/1995,Delta,7
3113,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,336,5/18/2006,Penguin Press HC  The,6
3117,The Rescue (Kidnapped  #3),Gordon Korman,4.11,140,9/1/2006,Scholastic Books,2
3119,Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,151,2/1/2006,Scholastic,2
3120,Public Enemies (On The Run  #5),Gordon Korman,4.19,150,12/1/2005,Scholastic,2
3130,Runaway Bride,Deborah  Gordon,4.25,390,9/28/1994,Avon,7
3142,The Bridge over the Drina,Ivo Andrić/William H. McNeill,4.33,314,4/5/1995,The Harvill Press,5
3144,Drina Dances in Paris,Jean Estoril,4.16,194,4/1/1991,Simon and Schuster,3
3145,Drina Ballerina,Jean Estoril,4.16,188,1/17/1991,Hodder,3
3147,Le Pont sur la Drina,Ivo Andrić/Pascale Delpech,4.33,384,7/5/1999,Livre de Poche,7
3152,Drina Dances in Italy,Jean Estoril,4.08,191,8/31/1992,Hodder,3
3155,Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,4.26,188,10/20/1991,Simon and Schuster,3
3156,Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan,4.09,164,2/6/1991,Simon and Schuster,3
3167,Phaedrus/Apology/Crito/Symposium,Plato/Benjamin Jowett,3.00,144,1/1/2006,Digireads.com,2
3207,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,4.17,352,9/10/1989,Yale University Press,6
3231,Gorgias/Timaeus,Plato/Benjamin Jowett,3.74,256,7/15/2003,Dover Publications,4
3232,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle/W.S. Hett,4.57,528,6/28/1963,Loeb Classical Library 307,9
3248,Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey,3.77,480,9/1/1998,Hackett Publishing Company  Inc. (USA),9
3254,The Trojan Women,Euripides/Gilbert Murray,3.89,80,1/1/2006,Digireads.com,1
3258,Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,4.29,304,2/15/1960,University Of Chicago Press,5
3273,Moloka'i (Moloka'i #1),Alan Brennert,4.17,405,10/4/2004,St. Martin's Griffin,7
3280,Teaching with the Brain in Mind,Eric Jensen,4.11,186,6/15/2005,Association for Supervision & Curriculum Development,3
3283,Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi,3.54,176,5/10/2001,Totem Books,3
3290,Eva Luna,Isabel Allende/Margaret Sayers Peden,3.97,320,8/30/2005,Dial Press,6
3291,The Stories of Eva Luna,Isabel Allende,3.97,352,11/13/2001,Scribner,6
3293,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart,3.97,256,12/1/1994,McGraw-Hill Humanities/Social Sciences/Languages,4
3298,El bosque de los pigmeos,Isabel Allende,3.77,304,9/6/2005,HarperCollins Espanol,5
3300,Inés of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,321,11/7/2006,Harper,6
3301,La casa de los espíritus,Isabel Allende,4.23,454,9/18/2001,HarperCollins Espanol,8
3302,El plan infinito,Isabel Allende,3.72,336,5/14/2002,Harper Perennial,6
3303,El reino del dragón de oro,Isabel Allende,3.84,432,9/7/2004,HarperCollins Espanol,8
3304,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden,3.71,408,4/27/2004,Rayo,7
3311,Self,Yann Martel,3.43,331,4/7/2003,Faber  Faber,6
3316,Die Brücke über die Drina,Ivo Andrić/Ernst E. Jonas,4.33,407,3/1/2003,Suhrkamp,7
3325,Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,4.02,188,8/23/1993,Hodder Children's Books,3
3340,The Story of Salt,Mark Kurlansky/S.D. Schindler,4.08,48,9/7/2006,G.P. Putnam's Sons Books for Young Readers,0
3341,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4.00,203,9/12/2006,Modern Library,3
3343,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,319,2/28/2006,Random House Trade,6
3344,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.91,294,7/1/1998,Penguin Books,5
3345,1968: The Year That Rocked the World,Mark Kurlansky,3.78,480,1/11/2005,Random House Trade Paperbacks,9
3346,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,456,3/26/2002,Ballantine Books,8
3347,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,400,2/1/2001,Penguin Books,7
3348,The Cod's Tale,Mark Kurlansky/S.D. Schindler,3.91,48,9/10/2001,G.P. Putnam's Sons Books for Young Readers,0
3351,Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,0.00,200,10/13/2000,Grove Press  Open City Books,3
3357,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,254,3/6/2001,Turtleback Books,4
3359,Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,557,12/1/2000,Penguin Classics,10
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.25,201,8/28/2005,New Riders Publishing,3
3384,Girlfriend in a Coma,Douglas Coupland,3.62,288,3/1/1999,ReganBooks,5
3388,Corelli's Mandolin,Louis de Bernières,3.98,437,8/29/1995,Vintage,8
3402,Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams,3.40,179,7/3/2006,Mariner Books,3
3403,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.72,406,12/22/1999,Harper Perennial,7
3404,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.95,480,6/27/2006,Harper,9
3409,Temptations,Otis Williams/Patricia Romanowski,4.19,304,6/25/2002,Cooper Square Press,5
3413,The Thorn Birds,Colleen McCullough,4.23,673,9/6/2005,Avon Books,12
3416,Caesar (Masters of Rome  #5),Colleen McCullough,4.37,928,1/28/2003,Avon,17
3417,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.25,943,2/1/1997,Avon,17
3418,On  Off (Carmine Delmonico  #1),Colleen McCullough,3.52,372,5/23/2006,Simon & Schuster,7
3419,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,768,2/14/1999,Wings,14
3420,Morgan's Run,Colleen McCullough,3.95,848,1/1/2002,Pocket Books,16
3421,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.29,1110,10/28/2003,Pocket Books,20
3422,The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.11,896,9/28/1990,William Morrow & Company (NYC),16
3424,The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.30,1104,7/1/1992,Avon,20
3425,Tim,Colleen McCullough,3.81,288,11/1/1990,Avon,5
3426,O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,128,12/14/2000,Cliffs Notes,2
3431,The Five People You Meet in Heaven,Mitch Albom,3.93,196,9/23/2003,Hyperion,3
3437,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,272,4/15/2004,Vintage,5
3438,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.88,268,4/1/2004,Red Fox,5
3439,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.88,240,3/28/2006,Doubleday Canada,4
3444,Northern Lights,Tim O'Brien,3.29,372,9/1/1999,Broadway Books,7
3445,If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,225,9/1/1999,Broadway Books,4
3446,Going After Cacciato,Tim O'Brien,3.91,351,9/1/1999,Broadway/Crown Publishing Group,6
3447,In the Lake of the Woods,Tim O'Brien,3.78,303,9/1/2006,Mariner Books,5
3449,The Nuclear Age,Tim O'Brien,3.45,320,12/1/1996,Penguin Books,6
3462,The Rescue,Nicholas Sparks,4.11,352,4/1/2005,Grand Central Publishing,6
3463,A Bend in the Road,Nicholas Sparks,4.03,341,4/1/2005,Grand Central Publishing,6
3464,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.80,465,4/11/2006,Grand Central Publishing,8
3465,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,4.03,368,1/3/2006,Grand Central Publishing,6
3466,The Wedding (The Notebook  #2),Nicholas Sparks,3.99,276,8/1/2005,Vision,5
3468,El Guardián,Nicholas Sparks/Ramón González Férriz,4.15,444,4/1/2005,Roca Editorial,8
3469,Nights in Rodanthe,Nicholas Sparks,3.84,212,8/1/2004,Warner Books,4
3471,Message in a Bottle,Nicholas Sparks,3.96,370,2/1/1999,Grand Central Publishing,6
3473,A Walk to Remember,Nicholas Sparks,4.17,240,9/1/2004,Grand Central Publishing,4
3476,Icy Sparks,Gwyn Hyman Rubio,3.70,320,3/8/2001,Penguin Books,6
3478,Message in a Bottle,Nicholas Sparks,3.96,342,12/1/1999,Warner Books,6
3479,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,3.98,327,10/31/2006,Avon,6
3483,Special Topics in Calamity Physics,Marisha Pessl,3.71,514,8/3/2006,Penguin Books Ltd,9
3491,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.03,192,2/14/2006,Three Rivers Press,3
3493,On Truth,Harry G. Frankfurt/Baruch Spinoza,3.52,112,10/31/2006,Knopf,2
3507,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.15,310,6/20/2006,St. Martin's Press,5
3509,Sharp Edges,Jayne Ann Krentz,3.86,368,7/27/2004,Pocket Star Books,6
3510,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.08,256,12/31/2001,Scribner Book Company,4
3513,The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.85,74,6/14/2005,Yearling Books,1
3516,The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.77,72,7/12/2005,Yearling Books,1
3519,The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.54,80,5/10/2005,Yearling,1
3520,The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.43,48,4/9/2002,Random House Books for Young Readers,0
3525,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,208,9/12/2006,VIZ Media LLC,3
3529,The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.59,276,9/1/1996,Ignatius Press,5
3530,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,208,12/12/2006,VIZ Media LLC,3
3531,The Tutor's First Love,George MacDonald/Michael R. Phillips,4.08,238,7/1/2000,Bethany House Publishers,4
3532,First Love,Ivan Turgenev/Constance Garnett,3.78,124,9/1/2004,Melville House Publishing,2
3536,Love @ First Site,Jane Moore,3.41,368,5/9/2006,Broadway Books,6
3545,First Love  Second Chance,Amanda Clark,3.73,304,2/22/1995,Harlequin Superromance,5
3554,The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.50,212,4/28/2003,Merlin Publishing,4
3557,The Modern Prince and Other Writings,Antonio Gramsci,3.89,192,10/1/1959,International Publishers,3
3562,Emily of New Moon (Emily  #1),L.M. Montgomery,4.10,339,4/1/1983,Dell Laurel-Leaf,6
